"","ANALYTE_ACCESSION","GENE_SYMBOL","GENE_ALIASES","GENE_ID","GENETIC_NOMENCLATURE_ID","IMMUNOLOGY_SYMBOL","LINK","OFFICIAL_GENE_NAME","PROTEIN_ONTOLOGY_ID","PROTEIN_ONTOLOGY_NAME","PROTEIN_ONTOLOGY_SYNONYMS","PROTEIN_ONTOLOGY_SHORT_LABEL","TAXONOMY_ID","UNIPROT_ENTRY","UNIPROT_ENTRY_NAME"
"64","ANA819","IGHA2","IgA2","3494","HGNC:5479","IgA2","http://www.ncbi.nlm.nih.gov/gene/3494","immunoglobulin heavy constant alpha 2 (A2m marker)","PR:P01877","immunoglobulin heavy constant alpha 2 (human)","Ig alpha-2 chain C region (human);Ig alpha-2 chain C region BUT (human);Ig alpha-2 chain C region LAN (human);hIGHA2","hIGHA2",9606,"IGHA2_HUMAN","Immunoglobulin heavy constant alpha 2"
"65","ANA820","IGHA1","IgA1","3493","HGNC:5478","IgA1","http://www.ncbi.nlm.nih.gov/gene/3493","immunoglobulin heavy constant alpha 1","PR:P01876","immunoglobulin heavy constant alpha 1 (human)","Ig alpha-1 chain C region (human);Ig alpha-1 chain C region BUR (human);Ig alpha-1 chain C region TRO (human);hIGHA1","hIGHA1",9606,"IGHA1_HUMAN","Immunoglobulin heavy constant alpha 1"
"66","ANA821","CENPB","CENPBD1","1059","HGNC:1852","CENPB","http://www.ncbi.nlm.nih.gov/gene/1059","centromere protein B","PR:P07199","major centromere autoantigen B (human)","CENP-B (human);centromere protein B (human);hCENPB","hCENPB",9606,"CENPB_HUMAN","Major centromere autoantigen B"
"67","ANA168","IL32","NK4;TAIF;TAIFa;TAIFb;TAIFc;TAIFd;IL-32beta;IL-32alpha;IL-32delta;IL-32gamma;","9235","HGNC:16830","IL32","http://www.ncbi.nlm.nih.gov/gene/9235","interleukin 32","PR:P24001","interleukin-32 (human)","IL-32 (human);hIL32;natural killer cells protein 4 (human);tumor necrosis factor alpha-inducing factor (human)","hIL32",9606,"IL32_HUMAN","Interleukin-32"
"68","ANA169","IL33","DVS27;IL1F11;NF-HEV;NFEHEV;C9orf26;","90865","HGNC:16028","IL33","http://www.ncbi.nlm.nih.gov/gene/90865","interleukin 33","PR:O95760","interleukin-33 (human)","IL-1F11 (human);IL-33 (human);NF-HEV (human);hIL33;interleukin-1 family member 11 (human);nuclear factor from high endothelial venules (human)","hIL33",9606,"IL33_HUMAN","Interleukin-33"
"69","ANA17","CCL25","TECK;Ckb15;SCYA25;","6370","HGNC:10624","CCL25","http://www.ncbi.nlm.nih.gov/gene/6370","chemokine (C-C motif) ligand 25","PR:O15444","C-C motif chemokine 25 (human)","chemokine TECK (human);hCCL25;small-inducible cytokine A25 (human);thymus-expressed chemokine (human)","hCCL25",9606,"CCL25_HUMAN","C-C motif chemokine 25"
"70","ANA170","IL34","IL-34;C16orf77;","146433","HGNC:28529","IL34","http://www.ncbi.nlm.nih.gov/gene/146433","interleukin 34","PR:Q6ZMJ4","interleukin-34 (human)","IL-34 (human);hIL34","hIL34",9606,"IL34_HUMAN","Interleukin-34"
"71","ANA171","IL36G","IL1E;IL1F9;IL1H1;IL-1F9;IL-1H1;IL1RP2;IL-1RP2;","56300","HGNC:15741","IL36G","http://www.ncbi.nlm.nih.gov/gene/56300","interleukin 36, gamma","PR:Q9NZH8","interleukin-36 gamma (human)","IL-1-related protein 2 (human);IL-1F9 (human);IL-1H1 (human);IL-1RP2 (human);hIL36G;interleukin-1 family member 9 (human);interleukin-1 homolog 1 (human)","hIL36G",9606,"IL36G_HUMAN","Interleukin-36 gamma"
"72","ANA172","IL36RN","FIL1;FIL1D;IL1F5;IL1L1;PSORP;IL1HY1;IL1RP3;IL36RA;FIL1(DELTA);","26525","HGNC:15561","IL36RN","http://www.ncbi.nlm.nih.gov/gene/26525","interleukin 36 receptor antagonist","PR:Q9UBH0","interleukin-36 receptor antagonist protein (human)","FIL1 delta (human);IL-1 delta (human);IL-1-related protein 3 (human);IL-1F5 (human);IL-1HY1 (human);IL-1L1 (human);IL-1RP3 (human);IL-1ra homolog 1 (human);IL-36Ra (human);hIL36RN;interleukin-1 HY1 (human);interleukin-1 delta (human);interleukin-1 family member 5 (human);interleukin-1 receptor antagonist homolog 1 (human);interleukin-1-like protein 1 (human)","hIL36RN",9606,"I36RA_HUMAN","Interleukin-36 receptor antagonist protein"
"73","ANA173","IL3RA","RP11-261P4.2;CD123;IL3RY;IL3RX;IL3RY;hIL-3Ra;IL3RA;","3563","HGNC:6012","CD123","http://www.ncbi.nlm.nih.gov/gene/3563","interleukin 3 receptor, alpha (low affinity)","PR:P26951","interleukin-3 receptor subunit alpha (human)","CD123 (human);IL-3 receptor subunit alpha (human);IL-3R subunit alpha (human);IL-3R-alpha (human);IL-3RA (human);hIL3RA","hIL3RA",9606,"IL3RA_HUMAN","Interleukin-3 receptor subunit alpha"
"74","ANA174","IL4","BSF1;IL-4;BCGF1;BSF-1;BCGF-1;","3565","HGNC:6014","IL4","http://www.ncbi.nlm.nih.gov/gene/3565","interleukin 4","PR:P05112","interleukin-4 (human)","B-cell stimulatory factor 1 (human);BSF-1 (human);IL-4 (human);binetrakin (human);hIL4;lymphocyte stimulatory factor 1 (human);pitrakinra (human)","hIL4",9606,"IL4_HUMAN","Interleukin-4"
"75","ANA175","IL4R","582J2.1;CD124;IL-4RAA;IL4R;","3566","HGNC:6015","IL4R","http://www.ncbi.nlm.nih.gov/gene/3566","interleukin 4 receptor","PR:P24394","interleukin-4 receptor subunit alpha (human)","CD124 (human);IL-4 receptor subunit alpha (human);IL-4R subunit alpha (human);IL-4R-alpha (human);IL-4RA (human);hIL4R","hIL4R",9606,"IL4RA_HUMAN","Soluble interleukin-4 receptor subunit alpha"
"76","ANA176","IL5","EDF;TRF;IL-5;","3567","HGNC:6016","IL5","http://www.ncbi.nlm.nih.gov/gene/3567","interleukin 5","PR:P05113","interleukin-5 (human)","B-cell differentiation factor I (human);IL-5 (human);T-cell replacing factor (human);TRF (human);eosinophil differentiation factor (human);hIL5","hIL5",9606,"IL5_HUMAN","Interleukin-5"
"77","ANA177","IL5RA","CD125;CDw125;HSIL5R3;IL5R;","3568","HGNC:6017","IL5RA","http://www.ncbi.nlm.nih.gov/gene/3568","interleukin 5 receptor, alpha","PR:Q01344","interleukin-5 receptor subunit alpha (human)","CD125 (human);CDw125 (human);IL-5 receptor subunit alpha (human);IL-5R subunit alpha (human);IL-5R-alpha (human);IL-5RA (human);hIL5RA","hIL5RA",9606,"IL5RA_HUMAN","Interleukin-5 receptor subunit alpha"
"78","ANA178","IL6","HGF;HSF;BSF2;IL-6;IFNB2;","3569","HGNC:6018","IL6","http://www.ncbi.nlm.nih.gov/gene/3569","interleukin 6","PR:P05231","interleukin-6 (human)","B-cell stimulatory factor 2 (human);BSF-2 (human);CDF (human);CTL differentiation factor (human);IFN-beta-2 (human);IL-6 (human);hIL6;hybridoma growth factor (human);interferon beta-2 (human)","hIL6",9606,"IL6_HUMAN","Interleukin-6"
"79","ANA179","IL6R","CD126;IL-6R-1;IL-6RA;IL6QA;IL6RQ;gp80;IL6R;","3570","HGNC:6019","IL6R","http://www.ncbi.nlm.nih.gov/gene/3570","interleukin 6 receptor","PR:P08887","interleukin-6 receptor subunit alpha (human)","CD126 (human);IL-6 receptor subunit alpha (human);IL-6R 1 (human);IL-6R subunit alpha (human);IL-6R-alpha (human);IL-6RA (human);gp80 (human);hIL6R;membrane glycoprotein 80 (human)","hIL6R",9606,"IL6RA_HUMAN","Interleukin-6 receptor subunit alpha"
"80","ANA18","CCL26","IMAC;TSC-1;MIP-4a;SCYA26;MIP-4alpha;","10344","HGNC:10625","CCL26","http://www.ncbi.nlm.nih.gov/gene/10344","chemokine (C-C motif) ligand 26","PR:Q9Y258","C-C motif chemokine 26 (human)","CC chemokine IMAC (human);MIP-4-alpha (human);TSC-1 (human);eotaxin-3 (human);hCCL26;macrophage inflammatory protein 4-alpha (human);small-inducible cytokine A26 (human);thymic stroma chemokine-1 (human)","hCCL26",9606,"CCL26_HUMAN","C-C motif chemokine 26"
"81","ANA180","IL6ST","CD130;CDW130;GP130;IL-6RB;","3572","HGNC:6021","IL6ST","http://www.ncbi.nlm.nih.gov/gene/3572","interleukin 6 signal transducer","PR:P40189","interleukin-6 receptor subunit beta (human)","CD130 (human);CDw130 (human);IL-6 receptor subunit beta (human);IL-6R subunit beta (human);IL-6R-beta (human);IL-6RB (human);gp130 (human);hIL6ST;interleukin-6 signal transducer (human);membrane glycoprotein 130 (human);oncostatin-M receptor subunit alpha (human)","hIL6ST",9606,"IL6RB_HUMAN","Interleukin-6 receptor subunit beta"
"82","ANA181","IL7","IL-7;","3574","HGNC:6023","IL7","http://www.ncbi.nlm.nih.gov/gene/3574","interleukin 7","PR:P13232","interleukin-7 (human)","IL-7 (human);hIL7","hIL7",9606,"IL7_HUMAN","Interleukin-7"
"83","ANA182","IL7R","CD127;CDW127;IL-7R-alphaA;ILRA;IL7R;","3575","HGNC:6024","CD127","http://www.ncbi.nlm.nih.gov/gene/3575","interleukin 7 receptor","PR:P16871","interleukin-7 receptor subunit alpha (human)","CD127 (human);CDw127 (human);IL-7 receptor subunit alpha (human);IL-7R subunit alpha (human);IL-7R-alpha (human);IL-7RA (human);hIL7R","hIL7R",9606,"IL7RA_HUMAN","Interleukin-7 receptor subunit alpha"
"84","ANA183","IL9","P40;HP40;IL-9;","3578","HGNC:6029","IL9","http://www.ncbi.nlm.nih.gov/gene/3578","interleukin 9","PR:P15248","interleukin-9 (human)","IL-9 (human);T-cell growth factor P40 (human);cytokine P40 (human);hIL9","hIL9",9606,"IL9_HUMAN","Interleukin-9"
"85","ANA184","IL9R","CD129;IL-9R;","3581","HGNC:6030","IL9R","http://www.ncbi.nlm.nih.gov/gene/3581","interleukin 9 receptor","PR:Q01113","interleukin-9 receptor (human)","CD129 (human);IL-9 receptor (human);IL-9R (human);hIL9R","hIL9R",9606,"IL9R_HUMAN","Interleukin-9 receptor"
"86","ANA185","KIT","C-Kit;CD117;PBT;SCFR;","3815","HGNC:6342","KIT","http://www.ncbi.nlm.nih.gov/gene/3815","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog","PR:P10721","mast/stem cell growth factor receptor Kit (human)","CD117 (human);PBT (human);hKIT;p145 c-kit (human);piebald trait protein (human);proto-oncogene c-Kit (human);tyrosine-protein kinase Kit (human);v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog (human)","hKIT",9606,"KIT_HUMAN","Mast/stem cell growth factor receptor Kit"
"87","ANA186","KITLG","SF;MGF;SCF;FPH2;KL-1;Kitl;SHEP7;","4254","HGNC:6343","KITLG","http://www.ncbi.nlm.nih.gov/gene/4254","KIT ligand","PR:P21583","kit ligand (human)","Stem cell factor (human);c-Kit ligand (human);hKITLG","hKITLG",9606,"SCF_HUMAN","Soluble KIT ligand"
"88","ANA187","LBT","p33;TNFC;TNFSF3;","4050","HGNC:6711","LBT","http://www.ncbi.nlm.nih.gov/gene/4050","lymphotoxin beta (TNF superfamily, member 3)","PR:Q06643","lymphotoxin-beta (human)","LT-beta (human);TNF-C (human);hLTB;tumor necrosis factor C (human);tumor necrosis factor ligand superfamily member 3 (human)","hLTB",9606,"TNFC_HUMAN","Lymphotoxin-beta"
"89","ANA188","LECT1","CHM1;CHM-I;BRICD3;MYETS1;","11061","HGNC:17005","LECT1","http://www.ncbi.nlm.nih.gov/gene/11061","leukocyte cell derived chemotaxin 1","PR:O75829","leukocyte cell-derived chemotaxin 1 (human)","chondromodulin (human);hCNMD","hCNMD",9606,"LECT1_HUMAN","Chondromodulin-1"
"90","ANA189","LECT2","chm2;chm-II;","3950","HGNC:6550","LECT2","http://www.ncbi.nlm.nih.gov/gene/3950","leukocyte cell-derived chemotaxin 2","PR:O14960","leukocyte cell-derived chemotaxin-2 (human)","LECT-2 (human);hLECT2","hLECT2",9606,"LECT2_HUMAN","Leukocyte cell-derived chemotaxin-2"
"91","ANA19","CCL27","ALP;ILC;CTAK;CTACK;PESKY;ESKINE;SCYA27;","10850","HGNC:10626","CTACK","http://www.ncbi.nlm.nih.gov/gene/10850","chemokine (C-C motif) ligand 27","PR:Q9Y4X3","C-C motif chemokine 27 (human)","CC chemokine ILC (human);CTACK (human);ESkine (human);IL-11 R-alpha-locus chemokine (human);cutaneous T-cell-attracting chemokine (human);hCCL27;skinkine (human);small-inducible cytokine A27 (human)","hCCL27",9606,"CCL27_HUMAN","C-C motif chemokine 27"
"92","ANA190","LIF","CDF;DIA;HILDA;MLPLI;","3976","HGNC:6596","LIF","http://www.ncbi.nlm.nih.gov/gene/3976","leukemia inhibitory factor","PR:P15018","leukemia inhibitory factor (human)","D factor (human);MLPLI (human);differentiation-stimulating factor (human);emfilermin (human);hLIF;melanoma-derived LPL inhibitor (human)","hLIF",9606,"LIF_HUMAN","Leukemia inhibitory factor"
"93","ANA191","LIFR","CD118;LIF-R;SJS2;STWS;SWS;","3977","HGNC:6597","LIFR","http://www.ncbi.nlm.nih.gov/gene/3977","leukemia inhibitory factor receptor alpha","PR:P42702","leukemia inhibitory factor receptor (human)","CD118 (human);LIF receptor (human);LIF-R (human);hLIFR","hLIFR",9606,"LIFR_HUMAN","Leukemia inhibitory factor receptor"
"94","ANA192","LTA","LT;TNFB;TNFSF1;","4049","HGNC:6709","TNFB","http://www.ncbi.nlm.nih.gov/gene/4049","lymphotoxin alpha","PR:P01374","lymphotoxin-alpha (human)","LT-alpha (human);TNF-beta (human);hLTA;tumor necrosis factor ligand superfamily member 1 (human)","hLTA",9606,"TNFB_HUMAN","Lymphotoxin-alpha"
"95","ANA193","LTBR","CD18;D12S370;LT-BETA-R;TNF-R-III;TNFCR;TNFR-RP;TNFR2-RP;TNFR3;TNFRSF3;","4055","HGNC:6718","LTBR","http://www.ncbi.nlm.nih.gov/gene/4055","lymphotoxin beta receptor","PR:P36941","tumor necrosis factor receptor superfamily member 3 (human)","TNF-RIII (human);TNFR-III (human);hLTBR;lymphotoxin-beta receptor (human);tumor necrosis factor C receptor (human);tumor necrosis factor receptor 2-related protein (human);tumor necrosis factor receptor type III (human)","hLTBR",9606,"TNR3_HUMAN","Tumor necrosis factor receptor superfamily member 3"
"96","ANA194","MET","AUTS9;HGFR;RCCP2;c-Met;","4233","HGNC:7029","MET","http://www.ncbi.nlm.nih.gov/gene/4233","met proto-oncogene","PR:P08581","hepatocyte growth factor receptor (human)","HGF receptor (human);HGF/SF receptor (human);SF receptor (human);hMET;proto-oncogene c-Met (human);scatter factor receptor (human);tyrosine-protein kinase Met (human)","hMET",9606,"MET_HUMAN","Hepatocyte growth factor receptor"
"97","ANA138","IL17RA","CANDF5;CD217;CDw217;IL-17RA;IL17R;hIL-17R;","23765","HGNC:5985","IL17RA","http://www.ncbi.nlm.nih.gov/gene/23765","interleukin 17 receptor A","PR:Q96F46","interleukin-17 receptor A (human)","CD217 (human);CDw217 (human);IL-17 receptor A (human);IL-17RA (human);hIL17RA","hIL17RA",9606,"I17RA_HUMAN","Interleukin-17 receptor A"
"98","ANA139","IL18","IGIF;IL-18;IL-1g;IL1F4;","3606","HGNC:5986","IL18","http://www.ncbi.nlm.nih.gov/gene/3606","interleukin 18","PR:Q14116","interleukin-18 (human)","IFN-gamma-inducing factor (human);IL-1 gamma (human);IL-18 (human);hIL18;iboctadekin (human);interferon gamma-inducing factor (human);interleukin-1 gamma (human)","hIL18",9606,"IL18_HUMAN","Interleukin-18"
"99","ANA14","CCL22","MDC;ABCD-1;SCYA22;STCP-1;DC/B-CK;A-152E5.1;","6367","HGNC:10621","CCL22","http://www.ncbi.nlm.nih.gov/gene/6367","chemokine (C-C motif) ligand 22","PR:O00626","C-C motif chemokine 22 (human)","CC chemokine STCP-1 (human);MDC(1-69) (human);hCCL22;macrophage-derived chemokine (human);small-inducible cytokine A22 (human);stimulated T-cell chemotactic protein 1 (human)","hCCL22",9606,"CCL22_HUMAN","MDC(7-69)"
"100","ANA140","IL18R1","CD218a;IL18RA;IL1RRP;CDw218a;IL-1Rrp;","8809","HGNC:5988","IL18R1","http://www.ncbi.nlm.nih.gov/gene/8809","interleukin 18 receptor 1","PR:Q13478","interleukin-18 receptor 1 (human)","CD218 antigen-like family member A (human);CD218a (human);CDw218a (human);IL-18R-1 (human);IL-18R-alpha (human);IL-18R1 (human);IL-18Ralpha (human);IL-1Rrp (human);IL1 receptor-related protein (human);IL1R-rp (human);hIL18R1;interleukin-18 receptor alpha (human)","hIL18R1",9606,"IL18R_HUMAN","Interleukin-18 receptor 1"
"101","ANA141","IL19","MDA1;NG.1;ZMDA1;IL-10C;","29949","HGNC:5990","IL19","http://www.ncbi.nlm.nih.gov/gene/29949","interleukin 19","PR:Q9UHD0","interleukin-19 (human)","IL-19 (human);NG.1 (human);hIL19;melanoma differentiation-associated protein-like protein (human)","hIL19",9606,"IL19_HUMAN","Interleukin-19"
"102","ANA142","IL1A","IL1;IL-1A;IL1F1;IL1-ALPHA;","3552","HGNC:5991","IL1A","http://www.ncbi.nlm.nih.gov/gene/3552","interleukin 1, alpha","PR:P01583","interleukin-1 alpha (human)","IL-1 alpha (human);hIL1A;hematopoietin-1 (human)","hIL1A",9606,"IL1A_HUMAN","Interleukin-1 alpha"
"103","ANA143","IL1B","IL-1;IL1F2;IL1-BETA;","3553","HGNC:5992","IL1B","http://www.ncbi.nlm.nih.gov/gene/3553","interleukin 1, beta","PR:P01584","interleukin-1 beta (human)","IL-1 beta (human);catabolin (human);hIL1B","hIL1B",9606,"IL1B_HUMAN","Interleukin-1 beta"
"104","ANA144","IL1F10","IL-38;FKSG75;IL1HY2;IL-1HY2;IL1-theta;FIL1-theta;","84639","HGNC:15552","IL1F10","http://www.ncbi.nlm.nih.gov/gene/84639","interleukin 1 family, member 10 (theta)","PR:Q8WWZ1","interleukin-1 family member 10 (human)","FIL1 theta (human);IL-1 theta (human);IL-1F10 (human);IL-1HY2 (human);IL-38 (human);family of interleukin 1-theta (human);hIL1F10;interleukin-1 HY2 (human);interleukin-1 theta (human);interleukin-38 (human)","hIL1F10",9606,"IL1FA_HUMAN","Interleukin-1 family member 10"
"105","ANA145","IL1R1","CD121A;D2S1473;IL-1R-alpha;IL1R;IL1RA;P80;","3554","HGNC:5993","IL1R1","http://www.ncbi.nlm.nih.gov/gene/3554","interleukin 1 receptor, type I","PR:P14778","interleukin-1 receptor type 1 (human)","CD121 antigen-like family member A (human);CD121a (human);IL-1R-1 (human);IL-1R-alpha (human);IL-1RT-1 (human);IL-1RT1 (human);hIL1R1;interleukin-1 receptor alpha (human);interleukin-1 receptor type I (human)","hIL1R1",9606,"IL1R1_HUMAN","Interleukin-1 receptor type 1, soluble form"
"106","ANA146","IL1R2","CD121b;CDw121b;IL-1R-2;IL-1RT-2;IL-1RT2c;IL1RB;IL1R2;","7850","HGNC:5994","IL1R2","http://www.ncbi.nlm.nih.gov/gene/7850","interleukin 1 receptor, type II","PR:P27930","interleukin-1 receptor type 2 (human)","CD121 antigen-like family member B (human);CD121b (human);CDw121b (human);IL-1 type II receptor (human);IL-1R-2 (human);IL-1R-beta (human);IL-1RT-2 (human);IL-1RT2 (human);hIL1R2;interleukin-1 receptor beta (human);interleukin-1 receptor type II (human)","hIL1R2",9606,"IL1R2_HUMAN","Interleukin-1 receptor type 2, soluble form"
"107","ANA147","IL1RN","DIRA;IRAP;IL1F3;IL1RA;MVCD4;IL-1RN;IL-1ra;IL-1ra3;ICIL-1RA;","3557","HGNC:6000","IL1RN","http://www.ncbi.nlm.nih.gov/gene/3557","interleukin 1 receptor antagonist","PR:P18510","interleukin-1 receptor antagonist protein (human)","ICIL-1RA (human);IL-1RN (human);IL-1ra (human);IL1 inhibitor (human);anakinra (human);hIL1RN","hIL1RN",9606,"IL1RA_HUMAN","Interleukin-1 receptor antagonist protein"
"108","ANA148","IL2","IL-2;TCGF;lymphokine;","3558","HGNC:6001","IL2","http://www.ncbi.nlm.nih.gov/gene/3558","interleukin 2","PR:P60568","interleukin-2 (human)","IL-2 (human);T-cell growth factor (human);TCGF (human);aldesleukin (human);hIL2","hIL2",9606,"IL2_HUMAN","Interleukin-2"
"109","ANA149","IL20","IL-20;IL10D;ZCYTO10;","50604","HGNC:6002","IL20","http://www.ncbi.nlm.nih.gov/gene/50604","interleukin 20","PR:Q9NYY1","interleukin-20 (human)","cytokine Zcyto10 (human);hIL20","hIL20",9606,"IL20_HUMAN","Interleukin-20"
"110","ANA15","CCL23","CKb8;MIP3;Ckb-8;MIP-3;MPIF-1;SCYA23;Ckb-8-1;hmrp-2a;CK-BETA-8;","6368","HGNC:10622","CCL23","http://www.ncbi.nlm.nih.gov/gene/6368","chemokine (C-C motif) ligand 23","PR:P55773","C-C motif chemokine 23 (human)","CK-beta-8 (human);CKB-8 (human);MIP-3 (human);MPIF-1 (human);hCCL23;macrophage inflammatory protein 3 (human);myeloid progenitor inhibitory factor 1 (human);small-inducible cytokine A23 (human)","hCCL23",9606,"CCL23_HUMAN","CCL23(30-99)"
"111","ANA150","IL20RA","RP11-204P2.1;CRF2-8;IL-20R-alpha;IL-20R1;IL-20RA;","53832","HGNC:6003","IL20RA","http://www.ncbi.nlm.nih.gov/gene/53832","interleukin 20 receptor, alpha","PR:Q9UHF4","interleukin-20 receptor subunit alpha (human)","CRF2-8 (human);IL-20 receptor subunit alpha (human);IL-20R-alpha (human);IL-20R1 (human);IL-20RA (human);ZcytoR7 (human);cytokine receptor class-II member 8 (human);cytokine receptor family 2 member 8 (human);hIL20RA","hIL20RA",9606,"I20RA_HUMAN","Interleukin-20 receptor subunit alpha"
"112","ANA208","RETN","ADSF;RSTN;XCP1;FIZZ3;RETN1","56729","HGNC:20389","RETN","http://www.ncbi.nlm.nih.gov/gene/56729","resistin","PR:Q9HD89","resistin (human)","ADSF (human);C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein (human);adipose tissue-specific secretory factor (human);cysteine-rich secreted protein A12-alpha-like 2 (human);cysteine-rich secreted protein FIZZ3 (human);hRETN","hRETN",9606,"RETN_HUMAN","Resistin"
"113","ANA209","SPP1","OPN;BNSP;BSPI;ETA-1;","6696","HGNC:11255","SPP1","http://www.ncbi.nlm.nih.gov/gene/6696","secreted phosphoprotein 1","PR:P10451","osteopontin (human)","SPP-1 (human);bone sialoprotein 1 (human);hSPP1;nephropontin (human);secreted phosphoprotein 1 (human);urinary stone protein (human);uropontin (human)","hSPP1",9606,"OSTP_HUMAN","Osteopontin"
"114","ANA21","CCL3L1","LD78;464.2;MIP1AP;SCYA3L;G0S19-2;SCYA3L1;D17S1718;LD78BETA;LD78-beta(1-70);","6349","HGNC:10628","CCL3L1","http://www.ncbi.nlm.nih.gov/gene/6349","chemokine (C-C motif) ligand 3-like 1","HGNC:10628","CCL3L1 (human)","CCL3L1","CCL3L1",9606,"CL3L1_HUMAN","LD78-beta(5-70)"
"115","ANA210","TDGF1P2","CR-2;TDGF2;CRIPTO-2;","22816","HGNC:11702","TDGF1P2","http://www.ncbi.nlm.nih.gov/gene/22816","teratocarcinoma-derived growth factor 1 pseudogene 2","PR:P51864","teratocarcinoma-derived growth factor 3 (human)","cripto-3 growth factor (human);epidermal growth factor-like cripto protein CR3 (human);hTDGF1P3;teratocarcinoma-derived growth factor 1 pseudogene 3 (human)","hTDGF1P3",9606,"-","-"
"116","ANA211","TDGF1P3","CR-3;TDGF1;TDGF2;TDGF3;CRIPTO;CRIPTO3;CRIPTO-3;","6998","HGNC:11703","TDGF1P3","http://www.ncbi.nlm.nih.gov/gene/6998","teratocarcinoma-derived growth factor 1 pseudogene 3","HGNC:11703","TDGF1P3 (human)","TDGF1P3","TDGF1P3",9606,"-","-"
"117","ANA212","TGFA","TFGA;","7039","HGNC:11765","TGFA","http://www.ncbi.nlm.nih.gov/gene/7039","transforming growth factor, alpha","HGNC:11765","TGFA (human)","TGFA","TGFA",9606,"TGFA_HUMAN","Transforming growth factor alpha"
"118","ANA213","TGFB1","CED;LAP;DPD1;TGFB;TGFbeta;","7040","HGNC:11766","TGFB1","http://www.ncbi.nlm.nih.gov/gene/7040","transforming growth factor, beta 1","PR:P01137","transforming growth factor beta-1 (human)","hTGFB1","hTGFB1",9606,"TGFB1_HUMAN","Latency-associated peptide"
